# Single SKU Max Power Table
# |CCK 1~11 | |    OFDM 6 ~ 54      | |             HT20 MCS 0 ~ 15                 | |             HT40 MCS 0 ~ 15                 |
ch1 23 22 22 22 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19
ch2 23 22 22 22 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19
ch3 23 22 22 22 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19
ch4 23 22 22 22 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19
ch5 23 22 22 22 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19
ch6 23 22 22 22 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19
ch7 23 22 22 22 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19
ch8 23 22 22 22 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19
ch9 23 22 22 22 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19
ch10 23 22 22 22 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19
ch11 23 22 22 22 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19
ch12 23 22 22 22 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19
ch13 23 22 22 22 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19 22 22 22 22 22 22 20 19
ch14 
# End of Single SKU Table
