# Single SKU Max Power Table
# |    OFDM 6 ~ 54      | |             HT20 MCS 0 ~ 15                 | |             HT40 MCS 0 ~ 15                  | |             HT80 MCS 0 ~ 9  | 
ch36 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 20 20 20 20 20 20 19 19 18 18 19 19 19
ch38 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 20 20 20 20 20 20 19 19 18 18 19 19 19
ch40 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 20 20 20 20 20 20 19 19 18 18 19 19 19
ch42 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 20 20 20 20 20 20 19 19 18 18 19 19 19
ch44 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 20 20 20 20 20 20 19 19 18 18 19 19 19
ch46 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 20 20 20 20 20 20 19 19 18 18 19 19 19
ch48 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 20 20 20 20 20 20 19 19 18 18 19 19 19 

ch52 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 20 20 20 20 20 20 19 19 18 18 19 19 19 
ch54 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 20 20 20 20 20 20 19 19 18 18 19 19 19
ch56 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 20 20 20 20 20 20 19 19 18 18 19 19 19
ch58 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 20 20 20 20 20 20 19 19 18 18 19 19 19
ch60 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 20 20 20 20 20 20 19 19 18 18 19 19 19
ch62 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 20 20 20 20 20 20 19 19 18 18 19 19 19
ch64 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 21 21 19 19 21 21 21 21 21 21 19 19 20 20 20 20 20 20 19 19 18 18 19 19 19
ch100 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch102 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch104 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch106 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
ch108 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 21 21 21 21 21 21 19 19 18 18 19 19 19
