# Single SKU Max Power Table
# |    OFDM 6 ~ 54      | |             HT20 MCS 0 ~ 15                 | |             HT40 MCS 0 ~ 15                  | |             HT80 MCS 0 ~ 9  | 
ch36 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19
ch38 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19
ch40 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19
ch42 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19
ch44 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19
ch46 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19
ch48 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19
ch149 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19 
ch151 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19
ch153 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19
ch155 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19
ch157 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19
ch159 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19
ch161 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19
ch163 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19
ch165 22 22 22 22 22 22 20 20 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 22 22 22 22 22 22 19 19 18 18 19 19 19

# End of Single SKU Table
