# Single SKU Max Power Table
#    |     OFDM 6 ~ 54     | |               HT20 MCS 0 ~ 15               | |             HT40 MCS 0 ~ 15                 | |    VHT80 MCS 0 ~ 9        |
ch36 20 20 20 20 19 19 19 19 19 19 19 19 19 19 18 18 19 19 19 19 19 19 18 18 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 
ch38 21 21 20 20 19 19 19 19 20 20 19 19 19 19 18 18 20 20 19 19 19 19 18 18 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15  
ch40 21 21 20 20 19 19 19 19 20 20 19 19 19 19 18 18 20 20 19 19 19 19 18 18 20 20 19 19 18 18 17 17 20 20 19 19 18 18 17 17 15 15 15 15 15 15 15 15 15 15  
ch42 21 21 20 20 19 19 19 19 20 20 19 19 19 19 18 18 20 20 19 19 19 19 18 18 20 20 19 19 18 18 17 17 20 20 19 19 18 18 17 17 15 15 15 15 15 15 15 15 15 15  
ch44 21 21 20 20 19 19 19 19 20 20 19 19 19 19 18 18 20 20 19 19 19 19 18 18 20 20 19 19 18 18 17 17 20 20 19 19 18 18 17 17 15 15 15 15 15 15 15 15 15 15 
ch46 21 21 20 20 19 19 19 19 20 20 19 19 19 19 18 18 20 20 19 19 19 19 18 18 20 20 19 19 18 18 17 17 20 20 19 19 18 18 17 17 15 15 15 15 15 15 15 15 15 15 
ch48 21 21 20 20 19 19 19 19 20 20 19 19 19 19 18 18 20 20 19 19 19 19 18 18 20 20 19 19 18 18 17 17 20 20 19 19 18 18 17 17 15 15 15 15 15 15 15 15 15 15 
ch149 19 19 19 19 19 19 19 19 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 
ch151 21 21 20 20 19 19 19 19 20 20 19 19 19 19 18 18 20 20 19 19 19 19 18 18 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 
ch153 21 21 20 20 19 19 19 19 20 20 19 19 19 19 18 18 20 20 19 19 19 19 18 18 20 20 19 19 18 18 17 17 20 20 19 19 18 18 17 17 17 17 17 17 17 17 17 17 17 17
ch155 21 21 20 20 19 19 19 19 20 20 19 19 19 19 18 18 20 20 19 19 19 19 18 18 20 20 19 19 18 18 17 17 20 20 19 19 18 18 17 17 17 17 17 17 17 17 17 17 17 17
ch157 21 21 20 20 19 19 19 19 20 20 19 19 19 19 18 18 20 20 19 19 19 19 18 18 20 20 19 19 18 18 17 17 20 20 19 19 18 18 17 17 17 17 17 17 17 17 17 17 17 17
ch159 21 21 20 20 19 19 19 19 20 20 19 19 19 19 18 18 20 20 19 19 19 19 18 18 20 20 19 19 18 18 17 17 20 20 19 19 18 18 17 17 17 17 17 17 17 17 17 17 17 17 
ch161 21 21 20 20 19 19 19 19 20 20 19 19 19 19 18 18 20 20 19 19 19 19 18 18 20 20 19 19 18 18 17 17 20 20 19 19 18 18 17 17 17 17 17 17 17 17 17 17 17 17
ch163 21 21 20 20 19 19 19 19 20 20 19 19 19 19 18 18 20 20 19 19 19 19 18 18 20 20 19 19 18 18 17 17 20 20 19 19 18 18 17 17 17 17 17 17 17 17 17 17 17 17
ch165 20 20 20 20 19 19 19 19 20 20 19 19 19 19 18 18 20 20 19 19 19 19 18 18 20 20 19 19 18 18 17 17 20 20 19 19 18 18 17 17 17 17 17 17 17 17 17 17 17 17 
# End of Single SKU Table