# Single SKU Max Power Table
# |    OFDM 6 ~ 54      | |             HT20 MCS 0 ~ 15                 | |             HT40 MCS 0 ~ 15                  | |             HT80 MCS 0 ~ 9  | 
ch36 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15
ch38 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 
ch40 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15
ch42 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15
ch44 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15
ch46 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15
ch48 16 16 16 16 16 16 16 16 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15

ch52 16 16 16 16 16 16 16 16 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15
ch54 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 
ch56 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 
ch58 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 
ch60 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 
ch62 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 
ch64 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 15 15 15 15 15 15 15 15 15 15

ch100 21 21 21 21 21 21 20 20 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 18 18 18 18 18 18 18 18 18 18 
ch102 21 21 21 21 21 21 20 20 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 18 18 18 18 18 18 18 18 18 18
ch104 21 21 21 21 21 21 20 20 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 18 18 18 18 18 18 18 18 18 18 
ch106 21 21 21 21 21 21 20 20 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 18 18 18 18 18 18 18 18 18 18 
ch108 21 21 21 21 21 21 20 20 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 18 18 18 18 18 18 18 18 18 18 
ch110 21 21 21 21 21 21 20 20 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 18 18 18 18 18 18 18 18 18 18  
ch112 21 21 21 21 21 21 20 20 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 18 18 18 18 18 18 18 18 18 18 
ch116 21 21 21 21 21 21 20 20 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 18 18 18 18 18 18 18 18 18 18  
ch118 21 21 21 21 21 21 20 20 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 18 18 18 18 18 18 18 18 18 18  
ch120 21 21 21 21 21 21 20 20 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 18 18 18 18 18 18 18 18 18 18 
ch122 21 21 21 21 21 21 20 20 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 21 21 20 19 18 18 
ch124 21 21 21 21 21 21 20 20 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 21 21 20 19 18 18
ch126 21 21 21 21 21 21 20 20 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 21 21 20 19 18 18
ch128 21 21 21 21 21 21 20 20 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 20 20 19 19 21 21 21 21 21 21 20 19 18 18 
