# Single SKU Max Power Table 
#       OFDM 6 ~ 54       | |                HT20 MCS 0 ~ 15               | |                 HT40 MCS 0 ~ 15              | |      VHT80 MCS 0 ~ 9     | | 
Band 1
ch36 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 18 18 18 18 18 18 18 18 18 18 
ch38 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 18 18 18 18 18 18 18 18 18 18 
ch40 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 18 18 18 18 18 18 18 18 18 18 
ch42 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 18 18 18 18 18 18 18 18 18 18 
ch44 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 18 18 18 18 18 18 18 18 18 18 
ch46 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 18 18 18 18 18 18 18 18 18 18
ch48 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 18 18 18 18 18 18 18 18 18 18

Band 4
ch144 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 18 18 18 18 18 18 18 18 18 18
ch149 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 18 18 18 18 18 18 18 18 18 18
ch151 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 18 18 18 18 18 18 18 18 18 18
ch153 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 18 18 18 18 18 18 18 18 18 18 
ch155 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 19 19 19 19 19 19 19 19 19 19 
ch157 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 18 18 18 18 18 18 18 18 18 18
ch159 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 18 18 18 18 18 18 18 18 18 18
ch161 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 18 18 18 18 18 18 18 18 18 18
ch165 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 21 21 21 21 21 21 20 20 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 18 18 18 18 18 18 18 18 18 18

# End of Single SKU Table
