# Single SKU Max Power Table
#    |CCK 1~11 | |    OFDM 6 ~ 54      | |               HT20 MCS 0 ~ 15               | |             HT40 MCS 0 ~ 15                 |
ch1 16 16 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
ch2 16 16 16 16 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15
ch3 16 16 16 16 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
ch4 16 16 16 16 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
ch5 16 16 16 16 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
ch6 16 16 16 16 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
ch7 16 16 16 16 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
ch8 16 16 16 16 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
ch9 16 16 16 16 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11
ch10 16 16 16 16 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15 18 18 18 18 16 16 15 15
ch11 14 14 14 14 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
# End of Single SKU Table
