# Single SKU Max Power Table
# |CCK 1~11  | |    OFDM 6 ~ 54      | |             HT20 MCS 0 ~ 15                 | |             HT40 MCS 0 ~ 15                  |
ch1 13 13 13 13 12 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
ch2 13 13 13 13 12 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
ch3 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11
ch4 14 14 14 14 17 17 17 17 17 17 17 17 19 19 19 19 18 18 16 16 19 19 19 19 18 18 16 16 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11
ch5 14 14 14 14 17 17 17 17 17 17 17 17 19 19 19 19 18 18 16 16 19 19 19 19 18 18 16 16 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch6 14 14 14 14 17 17 17 17 17 17 17 17 19 19 19 19 18 18 16 16 19 19 19 19 18 18 16 16 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch7 14 14 14 14 17 17 17 17 17 17 17 17 19 19 19 19 18 18 16 16 19 19 19 19 18 18 16 16 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
ch8 14 14 14 14 17 17 17 17 17 17 17 17 19 19 19 19 18 18 16 16 19 19 19 19 18 18 16 16 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
ch9 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
ch10 14 14 14 14  9  9  9  9  9  9  9  9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 
ch11 14 14 14 14  9  9  9  9  9  9  9  9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
ch12 13 13 13 13  9  9  9  9  9  9  9  9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
ch13 13 13 13 13  9  9  9  9  9  9  9  9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
ch14 13 13 13 13  9  9  9  9  9  9  9  9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
# End of Single SKU Table
